id,title,detail,category,link,img
1057,"여수광양항만공사, 인권경영시스템 4년 연속 인증","
           여수광양항만공사(YGPA)는 인권경영시스템에 대한 인증을 4년 연속으로 취득했다고 20일 밝혔다.
           인권경영시스템 인증은 기관의 인권경영을 체계적으로 관리하기 위한 방침과 목표를 수립하고 실행을 위한 체계를 갖춰 적합하게 운영하고 있는지를 심사해 인증하는 제도이다. 올 한해 YGPA는 '인권이 중시되는 사람 우선의 여수·광양항 조성'을 위해 △인권경영 추진체계 고도화 △인권 취약분야 점검 및 보호 △대상별 맞춤형 인권 역량 제고라는 중점과제를 설정하고 다양한 인권경영활동을 전개했다. 특히 인권경영시스템 구축과 체계에 대한 적극적 개선, 임직원과 이해관계자에 대한 인권존중 책무 수행, 상호존중 주간 등을 통한 평등한 조직문화 조성에 대한 노력을 높게 평가받았다. 박성현 사장은 ""올바른 인권존중문화 정착을 위해 다양한 활동과 교육을 실시하고 있다""며 ""여수·광양항의 인권문화를 선도하는 YGPA가 되도록 노력하겠다""고 말했다. 광양=홍기철 기자 honam3333@mt.co.kr<저작권자 ⓒ '성공을 꿈꾸는 사람들의 경제 뉴스' 머니S, 무단전재 및 재배포 금지> ",society,https://v.daum.net/v/20231220104251474,https://img3.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/moneyweek/20231220104252684lykr.jpg
1058,"'코로나치료제' 조코바, 싱가포르서 특별경로 사용승인"," [서울=뉴시스]송연주 기자 = 일본 제약회사 시오노기와 일동제약이 공동 개발 중인 먹는 코로나19 치료제 '조코바'(성분명 엔시트렐비르)가 싱가포르에서 특별접근경로(Special Access Route·SAR) 승인을 받았다.  SAR은 승인되지 않은 의약품을 수입·공급하기 위한 싱가포르 고유의 시스템으로, 싱가포르의 일부 의료현장에서 조코바를 사용할 수 있게 됐다.  20일 제약업계에 따르면 시오노기는 핑안시오노기홍콩과 싱가포르의 주니퍼 테라퓨틱스가 싱가포르에서 엔시트렐비르의 제조·시판허가 신청·승인후 판매에 대한 하위 라이선스 계약을 체결했다고 19일 밝혔다.  이는 지난달 15일 싱가포르가 엔시트렐비르를 특별접근경로(Special Access Route·SAR) 승인한 것을 기반으로 한다. SAR은 승인되지 않은 의약품을 수입·공급하기 위한 싱가포르 고유의 시스템으로, 다른 치료 옵션이 없는 경고 의료 수요가 높은 질병의 치료에 중점을 둔다. 사용하기 위해선 의료기관 소속 의사의 신청이 필요하다.  엔시트렐비르는 시오노기와 일동제약이 공동 개발한 코로나19 치료제 '조코바'의 성분명이다. 작년 11월 일본 후생노동성에서 긴급사용승인을 받아, 일본에선 정식 허가를 받기 전 사용되고 있다. 국내의 경우 판권을 가진 일동제약이 올해 1월 정식 허가를 위한 신청을 낸 바 있다.  이번 계약에 따라 핑안시오노기홍콩은 주니퍼에 싱가포르에서 엔시트렐비르의 제조 및 시판 허가 신청·판매에 대한 권리를 부여할 예정이다. 승인을 받은 후 핑안시오노기홍콩은 주니퍼에 제품을 공급하고 판매는 주니퍼가 담당하게 된다.  핑안시오노기홍콩은 홍콩 시오노기와 중국 핑안보험 자회사 투툼재팬헬스케어가 2020년 설립한 합작회사다. 주니퍼는 싱가포르에 본사를 둔 헬스케어 기업으로 암, 희귀질환, 감염병 분야 의약품 개발에 주력하고 있다.  향후 주니퍼는 싱가포르 당국과 논의를 진행하고 임상 2·3상 데이터를 바탕으로 싱가포르 내 시판허가 신청을 목표로 할 계획이다. 시오노기는 ""코로나19가 계속 삶에 영향을 미치고 전 세계적 위협이 됨에 따라 해외에서 엔시트렐비르의 실용화 노력을 가속화하고 있다""며 ""주니퍼와의 협력으로 엔시트렐비르 시판 허가 획득을 목표로 하고 있으며, SAR 승인을 기회로 삼아 싱가포르의 코로나19 치료에 기여하고자 한다""고 말했다. ☞공감언론 뉴시스 songyj@newsis.com  ",society,https://v.daum.net/v/20231220104248473,https://img2.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/newsis/20231220104248173ewtg.jpg
1059,"장영진 1차관, 전남지역 R&D 정책방향 설명회 주재",(서울=연합뉴스) 장영진 산업통상자원부 1차관이 20일 광주 북구 광주과학기술원에서 열린 전남지역 R&D 정책방향 설명회를 주재하고 있다. 2023.12.20 [산업통상자원부 제공. 재판매 및 DB 금지] photo@yna.co.kr ▶제보는 카톡 okjebo ,society,https://v.daum.net/v/20231220104247472,https://img1.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/yonhap/20231220104247241puwr.jpg
1060,"장영진 1차관, 전남지역 R&D 정책방향 설명회 주재",(서울=연합뉴스) 장영진 산업통상자원부 1차관이 20일 광주 북구 광주과학기술원에서 열린 전남지역 R&D 정책방향 설명회를 주재하고 있다. 2023.12.20 [산업통상자원부 제공. 재판매 및 DB 금지] photo@yna.co.kr ▶제보는 카톡 okjebo ,society,https://v.daum.net/v/20231220104243469,https://img3.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/yonhap/20231220104243716kbva.jpg
1061,"광명 여성새로일하기센터, 디딤돌취업지원사업 성과공유회 개최","취업률 71% 달성 “경력이음 인큐베이팅 역할 더욱 충실할 터” 
[더팩트｜광명=김동선 기자] 경기 광명시 여성새로일하기센터는 19일 2023년 디딤돌취업지원사업 성과공유회 ‘디딤돌 Start-up Jump up’을 개최했다고 20일 밝혔다.
           디딤돌취업지원사업은 취업과 창업을 희망하는 관내 경력단절 여성들로 구성된 동아리를 선발해 전문성 신장 교육과 강의 연계 창업과 협동조합 설립을 지원하는 사업으로, 올해 10개 동아리를 선정했으며, 90여 회원이 사업에 참여했다. 광명여성새로일하기 센터에 따르면 참여 여성 중 60명이 취업·창업에 성공해 약 71%의 취업률을 달성했으며, 협동조합 설립 5건, 개인 창업 1건의 성과를 거뒀다. 또한 유료강의 1590건, 재능기부 655건, 행사 및 전시 참여 62건과 광명시 유관기관 및 지역사회 기관 81개소에 전문 강사진을 연계했다. 시 관계자는 ""광명시와 경기도가 지원하는 디딤돌취업지원사업을 통해 여성들의 능력과 역량을 키우고, 사회활동으로 연계될 수 있도록 노력하겠다""며 ""앞으로 경력이음 인큐베이팅 기관으로서 역할을 더욱 충실히 하겠다""고 밝혔다. 광명여성새로일하기센터는 여성가족부 지정 여성직업훈련 및 취업지원기관으로 여성들의 직업훈련과 집단상담, 구인·구직 알선 사업을 수행하고 있다. vv8300@tf.co.kr 발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write ",society,https://v.daum.net/v/20231220104242468,https://img1.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/THEFACT/20231220104245148cjsl.jpg
1062,"대전대덕 비래한신휴플러스, 2023년 전국 공동주택 '최우수'","[아이뉴스24 박희석 기자] 대전 대덕구 비래한신휴플러스아파트와 유성구 한빛아파트가 20일 국토교통부 주관 2023년 전국 공동주택 최우수와 우수 관리 단지로 선정됐다. 국토부는 쾌적한 주거환경을 조성하고 공동체 문화를 활성화하기 위해 2010년부터 매년 ‘공동주택 우수관리단지’를 선정해 시상해 오고 있으며 올해로 14회째를 맞았다. 대전은 2010년부터 서구 갈마동 큰마을아파트를 시작으로 전국 우수관리단지에 선정되기 시작했다. 2016년 초록마을2단지아파트, 2022년에는 도안베르디움아파트가 전국 최우수관리단지로 선정된바 있다. 이번 비래한신휴플러스 아파트 ‘최우수’선정으로 대전시는 2회 연속 최우수 선정과 함께 전국 최다(3회) 선정의 쾌거를 이뤘다. 올해 9월 대전시 모범관리단지로 선정된 비래한신휴플러스아파트와(644세대) 한빛아파트(3144세대)는 전국 우수관리단지 후보로 추천돼 국토부로부터 △일반관리 △시설안전 및 유지관리 △공동체 활성화 △재활용 및 에너지절약 등 4개 분야 18개 평가 항목에 대한 서류 및 현장평가를 거쳐 선정됐다. 특히 이번 평가에서 최고점을 받아 최우수 단지로 선정된 대덕구비래한신휴플러스아파트는 주민화합 행사 및 고령 친화 프로그램을 운영해 입주민들과 소통 상생하는 공동체 활동이 매우 우수하고 특히 입주민을 위한 취미 및 강좌 활동 등 전반적인 주민 참여 활동이 모범적 사례로서 높은 평가를 받았다. 박필우 대전시 도시주택국장은 “앞으로도 공동주택 우수 관리 사례를 적극 발굴하고 전파해 입주민들의 주거 만족도와 삶의 질을 높이고 공동체 문화가 지속해서 확산할 수 있도록 다양한 지원 정책을 발굴해 나갈 것”이라고 전했다. 한편 시상식은 12월 중 국토교통부에서 개최될 예정이며 최우수·우수 관리단지로 선정된 아파트에는 국토부 장관 우수단지 증서·동판이 수여될 예정이다. /대전=박희석 기자(news26@inews24.com) ",society,https://v.daum.net/v/20231220104235464,https://img2.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/inews24/20231220104236130ycyu.jpg
1063,대전TP ‘2023년 혁신인의 날’ 첫 개최,"[아이뉴스24 박희석 기자] 대전테크노파크는 지난 18일 대전의 미래 먹거리 발굴을 통해 미래 수요에 선제적으로 대응하고 신산업 육성기반을 마련하고자 ‘2023년 혁신인의 날’을 개최했다. 올해 처음으로 개최된 ‘2023년 혁신인의 날’은 직원들의 자발적 참여로 미래 먹거리 발굴을 위한 신규사업을 제안하는 전 임직원 소통의 장으로 4대 핵심 전략산업 등 전체 산업 분야에 대한 23건의 제안발표가 진행됐다. 대전TP는 총 23건의 신규사업 제안에 대해 적정성, 경제성, 창의성, 실현가능성 등을 평가해 조직의 미래 먹거리 발굴에 기여한 직원을 ‘2023년 혁신인’으로 선정하고 포상할 계획이다. 김우연 대전TP 원장은 “전사적 조직쇄신을 통해 변화된 조직으로 탈바꿈하고, 위기변화에 선제적으로 대응할 수 있도록 철저히 대비하겠다”며 “민선 8기 4대 핵심 전략산업 집중육성뿐만 아니라 지역산업 성장한계 극복을 위해 중소기업 혁신성장에 기반한 지역주도 미래 신산업 발굴에도 집중하는 대전TP가 될 것”이라고 말했다. /대전=박희석 기자(news26@inews24.com) ",society,https://v.daum.net/v/20231220104233461,https://img4.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/inews24/20231220104234574tgyw.jpg
1064,"정신질환 앓는 아동·청소년 증가세…""종합 대책 세워야""","(대구=연합뉴스) 박세진 기자 = 정신질환을 앓는 아동·청소년이 늘어나고 있다는 통계 분석 결과가 나왔다. 20일 대구지역 비영리 민간 단체 '행복한가족만들기연구소(이하 연구소)'에 따르면 2018∼2022년 주요 정신질환으로 병의원 진료를 받은 전국의 아동(0∼9세)과 청소년(10∼19세) 수는 증가하는 추세다. 아동의 경우 2018년 6만3천405명, 2019년 6만9천747명, 2020년 6만9천198명, 2021년 8만5천625명, 2022년 9만4천286명으로 나타났다. 청소년은 2018년 14만8천119명, 2019년 16만507명, 2020년 15만9천739명, 2021년 18만7천268명, 2022년 22만1천455명으로 파악됐다. 연구소는 건강보험심사평가원에 정보공개 청구를 해 이러한 통계 자료를 확보했다.  연구소는 영유아기 자녀들이 주 양육자와 애착 형성이 불충분하고 부적절할 경우 정신질환을 앓을 확률이 높다고 분석했다. 또 이상동기 범죄, 은둔형 외톨이, 왕따 등의 문제가 만연해지고 있는 점도 영향을 준 것으로 분석했다. 연구소는 현대정신분석이론과 애착 이론을 근거로 아이는 최소 생후 만 36개월까지 만이라도 주 양육자로부터 충분한 돌봄을 받아 안정적인 애착이 형성될 수 있어야 한다고 강조했다. 그러면서 최근 부모가 자녀의 양육과정에 대한 지식이 부족해지고 양육 기피 현상까지 나타나고 있는 점 등을 지적했다. 송유미 연구소 소장(대구사이버대학교 사회복지상담학과 교수)은 ""아이들의 정신질환 문제는 부모의 양육 문제에서 기인하기 때문에 정부 차원에서 종합적인 대책을 세워야 한다""고 말했다. psjpsj@yna.co.kr ▶제보는 카톡 okjebo ",society,https://v.daum.net/v/20231220104223455,https://img1.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/yonhap/20231220104223142djxu.jpg
1065,"올 봄 ‘역대급 가뭄’ 전남, 전국 최초 농업용수 통합관리시스템 개발","
           역대급 가뭄으로 시름 앓았던 전남도가 전국 최초로 농업용수 저수량을 실시간으로 확인할 수 있는 통합관리시스템을 개발했다.
           전남도는 20일 “시군과 한국농어촌공사에서 관리하는 농업용 저수지의 저수율을 한눈에 확인하고 가뭄과 집중호우에 신속 대처하기 위해 ‘전남도 농업용수 통합관리시스템’을 전국 최초로 개발했다”고 밝혔다. 전남도는 시군과 한국농어촌공사에서 설치한 저수지 수위 측정장치가 설치 업체별로 관리 시스템이 달라 활용에 어려움을 겪었고 지난해부터 이를 일원화하기 위한 시스템 개발에 착수했다. 전남지역은 지난해 말부터 올해 4월쯤까지 계속된 가뭄으로 주요 상수원인 주암댐 저수율이 20~30%에 그쳤고 농업용 저수지도 메말라 농업용수 부족에 시달려야 했다. 지난 3월 전국 농업용수 저수지 현황을 살펴보면 전남(54.7%)의 저수율은 제주(49.6%)에 이은 최하위권을 기록했었다. 전남도가 개발한 농업용수 관리시스템은 도내 3208개소 농업용 저수지 중 수위 측정장치가 설치된 903개소 저수지의 수위를 10분 단위로 확인할 수 있다. 또 저수지 소재지별 강우량, 농업용수를 공급하는 영산강 수계 주요 지점별 수위도 실시간 확인할 수 있다. 수위 측정장치가 설치되지 않은 2305개소 저수지도 시군 및 한국농어촌공사에서 현장 계측을 통해 시스템에 입력하는 방식으로 관리되기 때문에 도내 저수지 전체 수위를 감시할 수 있다. 전남도는 미설치 저수지에 대해 수위 측정장치를 계속 설치해 현장 계측 없이도 저수율을 원격으로 확인할 방침이다. 윤재광 전남도 농업정책과장은 “전국 최초로 개발한 농업용수 통합관리시스템은 농업 분야 디지털 대전환의 대표적인 사례로 평가될 수 있을 것”이라며 “최근 이상기후로 인한 국지성 집중호우, 반세기 만에 찾아온 가뭄 등 재해에 선제 대응이 가능할 것으로 전망된다”고 말했다. ",society,https://v.daum.net/v/20231220104211450,https://img3.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/mk/20231220104212412ykgq.jpg
1066,"올 봄 ‘역대급 가뭄’ 전남, 전국 최초 농업용수 통합관리시스템 개발","
           역대급 가뭄으로 시름 앓았던 전남도가 전국 최초로 농업용수 저수량을 실시간으로 확인할 수 있는 통합관리시스템을 개발했다.
           전남도는 20일 “시군과 한국농어촌공사에서 관리하는 농업용 저수지의 저수율을 한눈에 확인하고 가뭄과 집중호우에 신속 대처하기 위해 ‘전남도 농업용수 통합관리시스템’을 전국 최초로 개발했다”고 밝혔다. 전남도는 시군과 한국농어촌공사에서 설치한 저수지 수위 측정장치가 설치 업체별로 관리 시스템이 달라 활용에 어려움을 겪었고 지난해부터 이를 일원화하기 위한 시스템 개발에 착수했다. 전남지역은 지난해 말부터 올해 4월쯤까지 계속된 가뭄으로 주요 상수원인 주암댐 저수율이 20~30%에 그쳤고 농업용 저수지도 메말라 농업용수 부족에 시달려야 했다. 지난 3월 전국 농업용수 저수지 현황을 살펴보면 전남(54.7%)의 저수율은 제주(49.6%)에 이은 최하위권을 기록했었다. 전남도가 개발한 농업용수 관리시스템은 도내 3208개소 농업용 저수지 중 수위 측정장치가 설치된 903개소 저수지의 수위를 10분 단위로 확인할 수 있다. 또 저수지 소재지별 강우량, 농업용수를 공급하는 영산강 수계 주요 지점별 수위도 실시간 확인할 수 있다. 수위 측정장치가 설치되지 않은 2305개소 저수지도 시군 및 한국농어촌공사에서 현장 계측을 통해 시스템에 입력하는 방식으로 관리되기 때문에 도내 저수지 전체 수위를 감시할 수 있다. 전남도는 미설치 저수지에 대해 수위 측정장치를 계속 설치해 현장 계측 없이도 저수율을 원격으로 확인할 방침이다. 윤재광 전남도 농업정책과장은 “전국 최초로 개발한 농업용수 통합관리시스템은 농업 분야 디지털 대전환의 대표적인 사례로 평가될 수 있을 것”이라며 “최근 이상기후로 인한 국지성 집중호우, 반세기 만에 찾아온 가뭄 등 재해에 선제 대응이 가능할 것으로 전망된다”고 말했다. ",society,https://v.daum.net/v/20231220104211450,https://img2.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/mk/20231220104212412ykgq.jpg
1067,"한국세라믹기술원, 영국·독일과 고온수전해 기술 고도화 협력","한국세라믹기술원(원장 정연길)은 영국 세인트앤드류스대학교 수소가속화사업단, 독일 프라운호퍼 세라믹전문연구소와 협력해 고온수전해 기초기술 고도화를 추진한다고 20일 밝혔다. 3개 기관은 지난 11일 영국 스코틀랜드 세인트앤드류스대에서 '한국세라믹기술원-세인트앤드류스대-프라운호퍼 세라믹전문연구소 3자 업무협약'을 체결했다. '한국-유럽 고효율 수소 및 저탄소 디지털 전환 국제공동연구 조성사업'의 일환이다. '고온수전해(SOEC : Solid Oxide Electrolysis Cell )'는 세라믹 부품·소재를 이용해 고온에서 수증기를 전기분해하는 고효율 차세대 수전해(물 전기분해) 기술이다. 세라믹기술원은 LSGM(페로브스카이트 결정 구조의 산소이온 전도성 세라믹 전해질 소재) 기반 고성능 고온수전해 원천기술을 보유하고 있다. 세인트앤드류스대는 1413년에 설립된 연구중심 대학이자 영국 최상위권 종합대학이다. 프라운호퍼 세라믹전문연구소는 독일 최대 연구소그룹 프라운호퍼연구협회 소속의 유럽 최대 세라믹 전문 연구소다. 정연길 원장은 “고효율 고온 수소 생산 핵심소재와 고온수전해 기술 고도화를 위한 국제협력”이라며 “우리나라 고온수전해 기술을 세계에 알리고 고온수전해 기술 고도화와 사업화에 선도적 역할을 해 나가겠다”고 말했다. 진주=임동식기자 dslim@etnews.com ",society,https://v.daum.net/v/20231220104208445,https://img1.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/etimesi/20231220104209952yghp.jpg
1068,'임실N치즈축제' 8년 연속 문체부 문화관광축제 선정,"문화체육관광부는 임실N치즈축제를 포함한 전국 25개 대표 축제를 2024~2025년도 문화관광축제로 최종 선정했다. 임실군은 임실N치즈축제가 문체부가 지정하는 2024~2025년도 문화관광축제에 선정, 8천만 원의 국비 지원와 함께 문화관광축제 명칭을 사용하고 축제 콘텐츠 개발과 홍보마케팅 지원 등을 받게 됐다. 올해 9번째 개최된 임실N치즈축제는 2018년 문화관광 유망축제, 2019년 문화관광 우수축제, 2020~2023년도 문화관광축제에 이어 8년 연속 문화관광축제로 선정됐다. 심민 임실군수는 ""임실N치즈축제가 지역주민들의 적극적인 참여에 힘입어 8년 연속 문화관광축제로 선정되는 영예를 안았다""며 ""내년 축제에도 주민들이 적극 참여해 축제의 주인공이 되고 새롭고 차별화된 프로그램을 많이 선보이는 데 힘쓰겠다""고 말했다. 
※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.

이메일 :jebo@cbs.co.kr
카카오톡 :@노컷뉴스
사이트 :https://url.kr/b71afn

 전북CBS 남승현 기자 nsh@cbs.co.kr ▶ 기자와 카톡 채팅하기▶ 노컷뉴스 영상 구독하기  ",society,https://v.daum.net/v/20231220104207441,https://img2.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/nocut/20231220104208794kvvv.jpg
1069,세계 최초 5채널 수신시스템 KVN 4호 고주파 첫 신호 검출 성공,"한국우주전파관측망(KVN) 4호기 서울대 평창 전파망원경(KVN 평창 전파망원경)이 고주파수 우주전파신호 가운데 가장 높은 주파수 대역 검출에 성공했다. 한국천문연구원은 서울대 평창캠퍼스에 건설 중인 KVN 평창 전파망원경의 첫 신호 검출에 성공하고, 내년부터 초대질량 블랙홀 관측에 직접 참여한다고 20일 밝혔다. KVN 평창 전파망원경은 기존 KVN 망원경의 관측 주파수 대역을 포함해 최고 270㎓에 이르는 고주파수 우주전파신호를 관측할 수 있는 세계 최초 5채널 수신시스템을 갖췄다. 앞서 10월 100㎓ 대역에서 오리온성운 일산화규소(SiO) 분자선을 성공적으로 검출한 데 이어, 가장 높은 주파수 대역인 230㎓ 대역에서도 첫 신호로 오리온성운 일산화탄소(CO) 분자선 검출에 성공했다. 2300㎓ 관측을 위해서는 전파망원경 주경면을 설계된 곡면과 일치하도록 정밀하게 구현하는 것이 핵심 기술인데, 이에 필요한 주요 정밀 부품을 순수 국내 기술로 제작하고 설치했다. KVN은 2009년 완공된 이후 KVN 단독 관측을 비롯해 한일 초장거리간섭계(VLBI) 관측망, 동아시아 VLBI 관측망, 유럽 VLBI 관측망, 국제 밀리미터 VLBI 관측망 등 전 세계 전파망원경들과 활발한 국제 공동 관측 및 국제협력 연구를 수행해왔다. 최근에는 사상 최초 M87 블랙홀 관측과 우리은하 중심 궁수자리 블랙홀 관측에 기여했다. 천문연이 독자 개발한 KVN 다주파수 동시 관측 수신시스템은 현재 전 세계 여러 전파망원경에 도입돼 국제 표준으로 자리 잡고 있다. 지난해에는 이탈리아 국립천체물리연구소에 3기를 수출했으며, 사건지평선망원경(EHT)을 비롯해 차세대 블랙홀 관측을 위한 거대 국제 공동연구 프로젝트인 차세대 EHT 프로젝트(ngEHT)의 핵심 관측 시스템으로 채택됐다. ngEHT 프로젝트는 기존 EHT 전파망원경을 확장하고 성능을 향상해 초대질량 블랙홀의 동영상 촬영을 비롯, 블랙홀과 그 주변 환경에 대한 깊은 이해를 목표로 한다. KVN 평창 전파망원경은 내년 상반기 시범운영을 거쳐 하반기부터 본격적인 관측 운영을 시작할 예정이다. 천문연은 KVN 전파망원경이 3기에서 4기로 늘어나면 천체 관측 영상 성능이 2배 이상 향상돼 우주 초미세구조 연구에 크게 기여할 것으로 기대하고 있다. 김기태 천문연 전파천문본부장은 “평창 전파망원경 건설로 동아시아 및 국제 밀리미터 VLBI 관측망에서 KVN의 위상이 더 높아지고, EHT 관련 국제협력에서 한국 연구팀의 역할이 더 중요해질 것”이라고 말했다. 이인희 기자 leeih@etnews.com ",society,https://v.daum.net/v/20231220104206440,https://img4.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/etimesi/20231220104207932tyvv.jpg
1070,"하이브·뉴진스, 서울관광대상 받는다","

서울특별시관광협회, 20일 관광인의날박정록 협회장 “서울관광 재도약 다짐”

 
           방탄소년단(BTS) 소속사인 하이브와 K-팝 대표 걸그룹 뉴진스가 서울관광 대상을 받는다.
           서울특별시관광협회는 20일 웨스틴 조선호텔 그랜드볼룸에서 5회째 맞는 ‘2023 서울 관광인의 날’ 행사를 개최하고, 서울관광 발전에 기여한 공로자 20명(서울시장 표창 12명, 서울시의회 의장 표창 4명, 기관 특별 공로상 4명)에게 ‘서울관광대상’을 수여한다. 2019년 서울관광인의 날 제정과 서울관광대상 수상제도 도입 이후, 서울시·관광재단·서울시관광협회 3기관 공동 주최로 진행되던 행사는 5회째인 이번 ‘서울 관광인의날 및 서울관광대상’부터 민간을 대표하는 협회가 최초로 단독 주최 및 주관으로 바뀌어 의미를 더한다. 하이브(HYBE)는 서울관광매력대상 관광홍보, 뉴진스(New Jeans)는 서울관광한류스타대상에 각각 이름을 올렸다. 방탄소년단(BTS)는 서울관광 홍보대사를 7년째 이어오고 있다. 군 입대전에까지 리더 RM 뷔 등이 직접 나서 한국관광공사 홍보영상을 촬영하는 열정을 보인 공로다. 올해 서울관광대상 시상분야는 서울시장 표창 외에 관광인들을 격려하고 동기부여 차원에서 서울시의회 의장 표창이 확대 신설된 게 눈에 띈다. 서울관광재단(대표이사 길기연, 이하 재단)과 서울특별시관광협회(회장권한대행 박정록, 이하 협회)가 선정한 기관 특별 공로상도 별도 시상한다. 5회째를 맞아 서울관광 발전에 기여한 국내·외 개인, 기업, 단체·기관으로 수상자 범위를 확대한 것도 특징이다. 서울시장 표창은 △관광업계△관광홍보△관광지원 총 3개 부문 12개 분야에 걸쳐 이뤄진다. 서울시의회 의장 표창 4명, 기관 특별 공로상 4명으로 한정, 종합적으로 고려해 공적을 심의하는 등 다양한 관광 업계의 수상자를 발굴하고자 힘썼다는 설명이다. 올해 수상자는 서울시장표창 관광업계 부문에 서울 관광 미래 비전을 이끄는 주역으로는 △3·3·7·7서울관광대상 트래블디퍼런트 △서울관광리더십대상 드림관광 위도량 대표 △서울관광서비스대상(2명) 서울시관광협회 박인나 관광통역안내사, 한국컨시어지협회 이승준 회장 △서울관광혁신대상 무빙트립 △서울관광마이스대상 모션투어&DMC △서울관광매력대상 하이브(HYBE) 등이 관광홍보 부문에 △서울관광미디어대상 엠비씨플러스(프로그램명 어서와 한국은 처음이지) △서울관광한류스타대상 뉴진스(New Jeans) △서울관광캐릭터대상 더핑크퐁컴퍼니(주), 관광지원 부문에 △서울관광동행대상 현대해양레저(주) △서울관광협력대상 트립닷컴 등이다. 서울시의회 의장 표창에 단체의 경우 (주)디비투어, 호텔 HDC(주) 파크하얏트 서울이, 개인은 솔리스 커뮤니케이션 이은진 대표와 세계여행신문사 류동근 국장이 수상한다. 기관 특별 공로상의 경우, 관광재단에서 미미국제여행사 악보기 대표와 코엔씨 김용진 대표가, 협회에서 서울시의회 송경택 의원과 한양대학교 이훈 교수가 각각 수상한다. 서울특별시관광협회 박정록 회장 권한대행은 환영사를 통해 “올 한해는 지난 3년동안 황폐화된 관광 생태계 복원과 시장 회복에 총력을 기울였던, 어느 때보다도 사활을 걸어야 했던 막중한 시기였다”며 “관광인 모두가 함께 힘을 합쳐 관광산업의 조속한 회복을 위해 열심히 임하고 있는 만큼, 이 자리에서 서울관광의 재도약을 다짐하고자 한다”는 포부를 밝혔다. 신익수 여행전문기자 ",society,https://v.daum.net/v/20231220104205438,https://img2.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/mk/20231220104207023qypm.jpg
1071,구미 차병원에 대구 경북 최초 ‘장애 친화 산부인과’,"
           구미차병원에 대구경북지역 최초로 여성 장애인을 위한 ‘장애친화 산부인과’가 문을 열고 운영을 시작했다.
           20일 경북도에 따르면 구미차병원 장애친화 산부인과는 산부인과 전문의 4명과 간호사 26명, 전담 코디네이터 1명 등 40명의 인력으로 운영된다. 장애친화 산부인과는 여성 장애인이 안전하고 편리하게 임신·출산서비스와 여성질환 관리를 받을 수 있도록 편의시설과 장애친화 장비를 갖추고 있다. 이동지원과 수어통역 등 의사소통 편의도 제공한다. 또 지역장애인보건의료센터와 보건소 등 지역 장애인 보건의료기관과 협력해 여성 장애인에게 맞춤형 건강관리도 지원한다. 현재 전국에 운영 중인 장애친화 산부인과는 서울대병원, 울산대병원, 인제대부산백병원, 전북 예수병원, 국민건강보험공단 일산병원, 전남대병원, 건국대 충주병원을 비롯해 구미차병원까지 모두 8곳이다. 문태경 경북도 장애인복지과장은 “구미차병원 장애친화 산부인과 개소로 지역 여성 장애인이 편안하게 산부인과 진료를 받을 수 있게 되기를 기대한다”며 “많은 여성 장애인이 안전하고 편리하게 양질의 의료서비스를 받을 수 있도록 경북도가 적극적으로 지원하겠다”고 밝혔다. ",society,https://v.daum.net/v/20231220104204433,https://img2.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202312/20/mk/20231220104205395napk.jpg
