title,detail,category,link,img,create_dt,write_dt
"한동훈, 오늘 광주 방문...5·18 민주묘지 참배","새해 시작과 함께 전국 순회 일정에 들어간 국민의힘 한동훈 비상대책위원장이 오늘(4일)은 야당의 전통적 강세 지역인 호남을 방문합니다.  한 위원장은 오늘 오전 광주 광주학생독립운동기념탑을 찾은 뒤, 국립 5·18 민주묘지를 방문해 참배할 예정입니다.  이어 김대중 컨벤션센터에서 열리는 광주시당 신년인사회에 참석하고, 오후엔 청주로 이동해 충북도당 신년인사회를 진행합니다.  YTN 박광렬 (parkkr0824@ytn.co.kr) ※ '당신의 제보가 뉴스가 됩니다'  [카카오톡] YTN 검색해 채널 추가  [전화] 02-398-8585  [메일] social@ytn.co.kr [저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지] ",정치,https://v.daum.net/v/20240104001200428,,2024-01-04 00:54:43.780983,2024-01-04 00:12:00
"'김건희 특검법' 오늘 정부 이송...尹, 거부권 시점 고민","[앵커]  '김건희 여사 특검법' 등 이른바 '쌍특검법'이 오늘(4일) 정부로 이송될 것으로 보입니다.  이재명 대표 피습 사건이 터진 가운데 이미 거부권 행사 방침을 밝힌 대통령실은 법안이 넘어오는 대로 구체적인 시점을 조율한다는 방침입니다.  강희경 기자가 보도합니다.  [기자]  지난주 야당의 만장일치로 국회를 통과한 이른바 '쌍특검법'이 일주일 만에 정부로 이송될 전망입니다.  김진표 국회의장의 결재를 받는 대로 국회는 이르면 오늘(4일) 정부로 법안을 보낼 계획인 것으로 전해졌습니다.  재의요구권을 행사하겠다는 대통령실 뜻은 확고합니다.  국회 통과 직후 거부권 행사 방침을 밝힌 데 이어, 새해 첫 국무회의 시간까지 바꿔가며 거부권 절차를 준비하기도 했습니다.  [이도운 / 대통령실 홍보수석 (지난달) : 대통령은 법안이 정부로 이송되는 대로 즉각 거부권을 행사할 것임을 말씀드립니다.]  시점은 아직 유동적입니다.  다음 주 화요일에 국무회의가 예정돼 있지만, 윤석열 대통령이 주재하는 만큼 정치적 부담이 만만치 않기 때문입니다.  이에 따라 이번 주 총리 주재로 임시 국무회의를 열 가능성이 큰 것으로 전해졌습니다.  이재명 대표 피습 사건도 변수로 떠올랐습니다.  거부권 행사 시점을 미룰 수 있다는 관측이 나왔지만, 대통령실은 이재명 대표의 신상 문제와 법안은 별개라고 선을 그었습니다.  언제냐의 문제일 뿐, 윤 대통령의 4번째 거부권 행사가 초읽기에 들어간 겁니다.  야당은 '법적 조치'를 언급하며 반발하고 있습니다.  [홍익표 / 더불어민주당 원내대표 : 중대한 국민적 도전에 직면하게 될 것입니다. 아울러, 만약 거부권을 행사한다면 더불어민주당은 모든 법적 조치에 대해서 검토해 보겠습니다.]  제1야당 대표에 대한 테러 사건 이후 대통령실은 내부적으로 자숙하는 분위기입니다.  하지만 '악법'에 대해선 예고한 대로 거부권을 행사하겠단 방침이어서 특검법을 둘러싼 충돌은 불가피해 보입니다.  YTN 강희경입니다.  촬영기자: 김태운 이규  영상편집: 윤용준  그래픽: 지경윤  YTN 강희경 (kanghk@ytn.co.kr) ※ '당신의 제보가 뉴스가 됩니다'  [카카오톡] YTN 검색해 채널 추가  [전화] 02-398-8585  [메일] social@ytn.co.kr [저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지] ",정치,https://v.daum.net/v/20240104001008419,https://t1.daumcdn.net/news/202401/04/YTN/20240104001009308kxlr.jpg,2024-01-04 00:54:43.969557,2024-01-04 00:10:00
한동훈 “강원의 피 흐르고 있다” 도 인연 강조,"
여권의 총선 사령탑이 된 한동훈 비상대책위원장이 3일 청와대에서 열린 신년 인사회에서 “나도 핏속에 강원 피가 흐르고 있다”며 강원도와의 인연을 강조해 눈길을 끌었다. 윤석열 대통령은 이날 청와대 영빈관으로 5부 요인을 포함한 각계 대표를 초청해 신년 인사회를 열었다. 대통령이 매년 초 참석하는 신년인사회는 국회의장 등 5부 요인과 주요 당 대표 등 정치인, 장·차관급 정부 고위 관료와 경제계·노동계·종교계 대표 등이 참여하는 행사다. 윤 대통령과 한 위원장이 한자리에서 만난 것은 한 위원장이 정치인으로 변신한 이후, 이번이 처음이다. 이날 한 위원장은 신년인사회장에 입장하며 국방위원장인 국민의힘 한기호(춘천·철원·화천·양구 을) 의원에게 “잘 부탁드립니다”라고 인사했다. 한 위원장은 한 의원에게 “아버지도 춘천에 사셨고, 어머니는 홍천 분이다. 나도 핏속에 강원 피가 흐르고 있다”는 인사를 하며 강원도와의 인연을 강조한 것으로 전해졌다. 이와 함께 한 위원장은 이날 국회에서 열린 비대위회의에서 “업무 효율성과 연속성을 위해 열정적으로 일해 온 이철규 인재영입위원장도 나와 함께 계속 같이 일하게 될 것”이라며 이 의원의 위원장직 유임을 발표했다. 정치권에선 각 분야에서 다양한 인재풀을 확보하고 있는 이 의원이 정치신인 한 위원장의 조력자가 될 것이란 관측이 많다. 이세훈
 ",정치,https://v.daum.net/v/20240104000613383,https://img4.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202401/04/kado/20240104000615523ovem.jpg,2024-01-04 00:54:44.067824,2024-01-04 00:06:00
"윤 대통령 “테러행위, 자유민주주의의 적”","윤석열 대통령은 3일 “테러는 피해자에 대한 가해행위, 범죄행위를 넘어서서 인간의 자유를 억압하고 자유사회를 지향하는 우리 모두의 적이고 자유민주주의의 적”이라고 규정했다. 윤 대통령은 이날 오전 청와대 영빈관에서 열린 2024년 신년 인사회에 참석해 “원래 이 자리에 참석하시기로 했던 민주당 이재명 대표께서 어제 테러를 당하셨다. 지금 치료 중이시다”며 이같이 강조했다. 또 “우리 모두 정말 하나된 마음으로 피해자를 위로하고, 같은 마음으로 단호하게 대응해야 된다고 생각한다. 우리 모두 이재명 대표의 빠른 쾌유를 기원하자”고 했다. 한동훈 국민의힘 비상대책위원장은 이 자리에서 “우리 국민의힘은 모든 폭력을 강력하게 반대할 뿐만 아니라 진영과 상관없이 피해자의 편에 서서 행동하는 사람들이다”며 “우리 국민의힘과 우리 지지자들 모두 같은 마음으로 이재명 대표님의 쾌유를 기원한다”고 밝혔다. 남궁창성 ",정치,https://v.daum.net/v/20240104000549363,,2024-01-04 00:54:44.198062,2024-01-04 00:05:00
영세 소상공 업체당 20만원 규모 전기료 감면,영세소상공인을 대상으로 업체당 20만원 규모의 전기료 감면이 시행된다. 국민의힘과 정부는 3일 국회에서 경제정책방향 당정협의회를 갖고 민생경제 회복방안을 논의했다.  당정은 이날 올 상반기가 민생경기 회복의 고비될 것으로 내다보고 1분기 중 영세소상공인 126만명을 대상으로 업체당 20만원씩 총 2520억원 규모의 전기료 감면을 지원하기로 의견을 모았다. 당정은 또 상생금융과 재정지원 등을 통해 자영업자와 소상공인의 이자부담을 경감하는 한편 전통시장 소비지출시 소득공제율을 올해 상반기에 한해 40%에서 80%로 상향하기로 했다. 또 국민의힘은 정부 부처에 수출 증가세가 투자로 연결될 수 있도록 요청했고 정부는 지난해말 종료된 설비투자에 대한 임시투자세액 공제를 올해말까지 1년 더 연장하겠다고 밝혔다.  박창현 chpark@kado.net ,정치,https://v.daum.net/v/20240104000549362,,2024-01-04 00:54:44.321944,2024-01-04 00:05:00
“李 자작극” “尹 사주” 음모론 확산… 민주 “법적대응”,"더불어민주당이 이재명 대표의 ‘부산 흉기 피습’ 사건과 관련해 유튜브 등에서 확산하는 음모론에 대해 “2차 가해이자 2차 테러”라고 규탄했다. 이 대표의 피습을 놓고 보수 성향 유튜버들은 ‘자작극’을, 야당 지지층 일부는 ‘윤석열 대통령의 사주’를 주장하고 있다. 민주당은 허위사실 유포에 법적으로 대응하기 위한 당내 대책기구를 구성할 계획이다. 홍익표 민주당 원내대표는 3일 국회에서 비상 의원총회를 마친 뒤 기자들을 만나 “정치적 자작극이라는 등 허위사실이 유포되고 있다. 명백한 2차 테러”라며 “당 차원에서 대책기구를 만들어 법적·정치적으로 대응하겠다. 결코 그냥 넘어가지 않겠다. 관련 유튜버나 (음모론 주장의) 당사자들은 신속히 해당 영상이나 발언들을 내리는 게 우선돼야 할 것”이라고 경고했다. 이어 “대책기구는 늦어도 4일까지 구성될 수 있도록 하겠다. 수사 상황이나 언론 보도 등을 통한 2차 가해 상황도 살펴볼 예정”이라고 덧붙였다. 강선우 민주당 대변인도 MBC 라디오 인터뷰에서 “자작극이라거나 종이칼이라며 별별 이야기가 나오고 있다. 자신과 정치색이 다르다고 해도 지켜야 할 기본적인 선 아래로는 내려가지 않았으면 좋겠다”고 지적했다. 이 대표는 지난 2일 부산 가덕도신공항 부지를 둘러본 뒤 군중에 둘러싸여 기자들과 문답을 진행하던 오전 10시27분쯤 60대 남성 김모씨로부터 왼쪽 목 부위를 흉기로 공격당했다. 김씨는 ‘내가 이재명이다’라는 문구를 적은 종이 왕관을 쓰고 이 대표 앞에 다가갔고 “사인해 달라”고 요청했다. 경찰은 “살인 고의가 있었다”는 김씨의 진술을 토대로 살인미수 혐의를 적용했다. 이후 ‘이 대표의 자작극’이라는 취지의 주장이 유튜브와 SNS에서 빠르게 확산했다. 2016년 개봉한 영화 ‘아수라’도 자주 언급됐다. 이 영화는 가상의 도시인 안남시에서 부패한 지방자치단체장 주도의 범죄를 그리고 있다. 보수 유튜버들은 아수라에서 여론 반전용 피습 자작극을 벌인 극중 인물 박성배 안남시장을 이 대표와 비교하며 음모론을 펼치고 있다. 이 대표의 목에 생긴 상처를 두고 “중상을 입은 것처럼 연기한다”는 식의 주장도 나왔다. 이 대표의 열성 지지층 사이에서는 피습 사건의 원인을 윤 대통령이나 여당, 보수 성향 지지자들에게 돌리는 목소리가 나왔다. 이 대표 온라인 팬카페 ‘재명이네마을’의 한 회원은 “김건희 여사를 보호하기 위해 별짓을 다 한다. 잘못되면 국민이 가만히 두지 않는다. 용산으로 쳐들어갈 것”이라고 적었다. 이경 전 민주당 상근부대변인은 이 대표의 피습 당일 페이스북에 “대통령이 민생은 뒷전이고 카르텔, 이념 운운하며 국민 분열을 극대화하니 이런 일이 벌어지는 것이 아닌가”라며 윤 대통령의 책임론을 제기했다. 김지훈 기자 germany@kmib.co.kr GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 수집, 재배포금지 ",정치,https://v.daum.net/v/20240104000408323,https://img2.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202401/04/kukminilbo/20240104000409515ywcy.jpg,2024-01-04 00:54:44.475061,2024-01-04 00:04:00
"이재명, 회복 치료 전념...당무 복귀 시점 '불투명'","흉기에 피습된 더불어민주당 이재명 대표는 당분간 회복 치료에 전념할 것으로 보여, 당무 복귀 시점도 불투명하다는 전망이 나오고 있습니다.  당 대표 비서실 관계자는 이 대표가 어제(3일) 중환자실에서 일반 병실로 옮겼지만, 아직 절대적 안정이 필요한 상황이라고 전했습니다.  이어 이 대표와 가벼운 의사소통은 가능하지만, 감염 우려 때문에 병원에서 방문객 면회 자체를 엄격하게 제한하고 있어서 당 지도부 병문안도 쉽지 않은 상황이라고 설명했습니다.  이에 따라 공천관리위원 인선이나 인재 영입, 총선 공약 발표 등 이 대표의 결정이나 참석이 필요한 당무는 지연이 불가피할 것으로 보입니다.  YTN 김경수 (kimgs85@ytn.co.kr) ※ '당신의 제보가 뉴스가 됩니다'  [카카오톡] YTN 검색해 채널 추가  [전화] 02-398-8585  [메일] social@ytn.co.kr [저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지] ",정치,https://v.daum.net/v/20240104000306313,,2024-01-04 00:54:44.718916,2024-01-04 00:03:00
"대통령실, 총선 앞두고 '대국민소통'·'여론조사' 예산 증액"," 대통령실이 오는 4월 총선을 앞두고 대국민 소통과 여론조사 관련 예산을 늘린 것으로 3일 나타났다.  대통령실은 이날 이 같은 내용이 담긴 '2024년 예산 사업별 설명자료'를 공개했다.  이에 따르면 올해 '국정운영관리' 사업 예산은 지난해보다 4억9900만원(8.4%) 증가한 64억7200만원으로 책정됐다.  대통령실은 사업 목적에 대해 ""국민과 소통 강화 및 여론조사·정책과제 연구용역 수행 등 국정 수행평가를 통한 올바른 정책 방향 정립""이라고 설명했다.  '시설관리 및 개선' 예산은 지난해보다 13억3100만원(25.7%) 늘어난 65억200만원으로 편성됐다.  대통령실은 ""대통령비서실 및 국가안보실 시설물에 대한 지속적 관리와 개선을 통해 낡고 오래된 각종 시설물의 안전성 확보를 위한 것""이라고 설명했다.  전체 직원의 인건비는 지난해보다 9억원(2.1%) 증가한 433억2800만원으로 집계됐다.  김은빈 기자 kim.eunbin@joongang.co.kr ",정치,https://v.daum.net/v/20240104000206278,https://img4.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202401/04/joongang/20240104000208149zolh.jpg,2024-01-04 00:54:45.226016,2024-01-04 00:02:00
강원특별자치도의회 “감시·견제도 특별하게”,"[KBS 강릉] [앵커] 새해를 맞아 강원도가 나아갈 길을 미리 짚어보는 신년 기획 보도 순서 이어갑니다. 오늘은 강원특별자치도의회, 올해 어떤 모습일지 미리 그려봅니다. 권혁열 의장을 고순정 기자가 만났습니다. [리포트] 강원특별자치도 출범과 함께 초대 특별자치도의회로 거듭나게 된 강원도의회. 새해 화두는 의회의 위상을 높이고, 이에 걸맞은 역량을 갖추는 것입니다. 최우선 과제는 아직 미완성인 강원특별법 특례의 완성도 높이기입니다. 3차 개정안 통과를 위해 전폭적으로 지원하겠다는 방침입니다. [권혁열/강원도의회 의장 : ""3차 개정안에는 그동안에 미반영된 걸 모든 것을 반영시켜 가지고 국회를 통과시켜서 반드시 특별자치도가 성공해서 전국에서 가장 살기 좋은 특별자치도가 될 수 있도록….""] 의원 개개인의 역량 강화에도 힘을 쏟을 계획입니다. 의원들과 사무처 직원들을 대상으로 전문가 초빙 교육을 확대하고, 의정 연구 모임을 적극적으로 장려해 '공부하는 의회'를 만듭니다. [권혁열/강원도의회 의장 : ""분기별로 수시로 유능한 훌륭한 강사를 초빙해서 지하 3층 세미나실에서 우리 사무처 공직자들의 교육 역량을 강화시키고 의원들의 의정 역량을 강화시켜서….""] 이를 통해 의회 본연의 역할인 집행부에 대한 감시와 견제를 강화하고, 전문성도 높이겠다는 구상입니다. [권혁열/강원도의회 의장 : ""의혹의 시정을 요구하는 등 이런 결과를 보고 이제 예산을 다시 추경이라든가 이때 반영하는 것 이렇게 상당히 의회에서 본연의 역할을….""] 특별차지도 초대 의회라는 상징성에 걸맞게 기초부터 튼튼히 다지는 한해를 만들겠다고 권혁열 의장은 전했습니다. KBS 뉴스 고순정입니다. 촬영기자:고명기 고순정 기자 (flyhigh@kbs.co.kr) ",정치,https://v.daum.net/v/20240104000107247,https://t1.daumcdn.net/news/202401/04/kbs/20240104000109109amji.jpg,2024-01-04 00:54:45.398841,2024-01-04 00:01:00
이재명 피습 이후 숨죽이는 여야…곳곳에 정치적 대립 뇌관,"국힘·민주, 李 사건 관련 개별 의견 자제령총선·이태원특별법·쌍특검 거부권 '정쟁' 뇌관 
[더팩트ㅣ신진환 기자] ] 이재명 더불어민주당 대표 피습 사건 이후 여야가 정치적 공방을 최소화하는 모습이다. 야당은 물론 여당인 국민의힘도 사건 관련 발언을 자제하는 한편 피의자와 관련한 당국의 수사에 협조하고 있다. 다만 불과 3개월 앞으로 다가온 총선과 쟁점 현안을 둘러싼 힘겨루기가 현재진행형인 만큼 여야 간 정쟁은 불가피하다는 전망에 힘이 실린다.
           민주당은 사건이 일어난 전날에 이어 3일에도 이 대표 피습 사건을 '정치 테러'로 규정하며 강하게 규탄했다. 민주당은 의원 전원 명의의 성명을 내고 ""생각과 의견의 차이를 폭력과 혐오로 무너트리려는 테러에 깊은 우려를 표명한다""며 ""주요 정치인을 표적으로 한 테러를 강력히 규탄하며 이 대표의 빠른 회복과 쾌유를 기원한다""고 밝혔다. 민주당은 사건 관련 발언은 극도로 삼가고 있다. 홍익표 원내대표가 이날 최고위원회의에서 ""이 대표에 대한 테러 행위는 명백한 민주주의에 대한 도전이고 민주주의에 대한 위협""이라며 엄정한 수사를 촉구한 발언한 것 등 지도부 외 개별 의원의 메시지는 찾기 어렵다. 피습 사건에 관한 가짜뉴스의 생산·확대를 차단하는 데도 신경을 쓰고 있다. 민주당 관계자는 <더팩트>와 통화에서 ""여러 의원이 사건과 관련해 의견을 낸다면 자칫 오해가 생길 수 있고, 혼선이 생길 수도 있다""며 ""어수선한 상황일수록 당 차원의 정확한 사실만 국민에게 전하는 게 바람직하다. 지금은 언행을 삼가고 이 대표의 빠른 쾌유를 비는 것이 우리가 해야 할 일""이라고 말했다. 
국민의힘에서도 사건과 관련해 불필요한 발언을 자제하라는 함구령이 내려졌다. 온라인 커뮤니티와 유튜브 등을 중심으로 이 대표의 자작극 등 음모론이 나오는 가운데 설화 논란을 차단하려는 의도로 보인다. 또한 여당은 살인미수 혐의로 입건된 피의자의 당적 확인 등 수사에 협조하면서도 당적 논란에 대해선 선을 그었다.
           박정하 국민의힘 수석대변인은 이날 논평을 내고 ""거의 4년 전인 2020년 탈당한 동명 인물이 있으나, 인적사항이 분명치 않아 현재로서는 단정하기 어려운 상황""이라며 ""마치 사실인 양 정치적으로 왜곡해 국민의힘의 문제로 몰아가려는 것은 지양할 일로 매우 유감""이라고 했다. 피의자가 과거 국민의힘에서 민주당으로 당적을 바꿨다는 주장은 확인되지 않다는 것이다. 이 대표 사건 이후 여야가 정치적 공방을 자제하고 있지만, 이태원참사 진상규명 특별법 처리를 둘러싼 이견은 여전하다. 홍 원내대표와 윤재옥 국민의힘 원내대표는 이날 김진표 국회의장 주재로 회동했지만 이태원참사 특별조사위원회 설치 문제에 입장 차만 확인하며 합의에 이르지 못했다. 피해자 지원에 초점을 맞춘 여당은 야당의 특조위 설치 요구에 정쟁 유발 목적이라며 반대하고 있다. 윤석열 대통령이 야권이 강행 처리한 이른바 '쌍특검'에 대해 거부권 행사를 시사한 점도 여야 간 정쟁에 불을 지필 뇌관으로 꼽힌다. 홍 원내대표는 윤 대통령을 향해 ""거부권을 행사할 경우 민주당은 모든 법적 조치에 대해서 검토하겠다""며 재차 권한쟁의심판을 언급했다. 권한쟁의심판은 헌법상 국가기관 사이에 권한의 존재 여부나 범위를 놓고 다툼이 생기면 헌법재판소가 유권 판단을 내리는 절차다. 여권 한 원외 인사는 ""지금 당장은 이 대표의 피습 사건으로 여야가 몸을 사리며 여론 추이를 지켜보는 중""이라면서 ""총선이 얼마 남지 않았기 때문에 여야가 멀지 않아 정치적 공방을 주고받으며 선거 판세를 유리하게 조성하려 할 것""이라고 내다봤다. 총선 출마를 준비하는 야권 인사도 ""여야가 민감한 시기라는 데 같은 인식""이라며 ""이 대표가 건강을 회복하면 (정치권이) 다시 시끄러워질 것""이라고 주장했다. shincombi@tf.co.kr 발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write ",정치,https://v.daum.net/v/20240104000037232,https://img1.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202401/04/THEFACT/20240104000039464aexz.jpg,2024-01-04 00:54:45.541408,2024-01-04 00:00:00
이재명 피습에 판치는 '음모론'…극단 정치 부추기는 유튜버들,"'젓가락 흉기설', '자작쇼' 유튜버발 음모론 활개민주 ""음모론, 가짜뉴스 엄정 대응"" 
[더팩트ㅣ설상미 기자] 이재명 더불어민주당 대표 피습 이후 각종 음모론이 판치면서 가짜뉴스가 무분별적으로 확대재생산되고 있다. 민주당 지도부가 이런 가짜뉴스에 법적 조치 등 강경 대응을 예고한 가운데, 극단 진영 정치의 어두운 단면이 이번 사태로 여실히 드러나고 있다.
           3일 유튜브 등에 따르면 85만 명의 구독자를 보유한 한 보수 유튜브 채널에는 이 대표 피습을 두고 '쇼'라고 주장하는 영상이 여러 개 올라와 있다. 채널 운영자인 이 모 씨는 영상에서 ""주작 냄새가 물씬 난다""며 이 대표가 재판 지연을 위해 이 같은 일을 꾸몄다는 취지로 말했다. 일각에서는 '나무젓가락 흉기설'도 제기됐다. 10만 명의 구독자를 보유한 또 다른 보수 유튜버는 ""상식적으로 칼로 찌르는데 1cm 열상으로 끝날 수 있느냐""며 ""오른손에 들고 있던 나무젓가락 찌른 것""이라고 주장했다. 해당 영상 댓글에는 ""짜고 치는 게 분명하다"", ""일회용 나무젓가락 열상"" 등의 댓글이 달렸다. 하지만 이들의 주장은 명백히 사실이 아니다. 경찰에 따르면 용의자 김 씨가 이 대표에게 휘두른 건 나무젓가락이 아닌 칼이다. 범행을 용이하게 하기 위해 칼자루를 제거하고 손잡이에 테이프를 감았다. 총길이 17㎝로, 날 길이만 12㎝에 달한다. 이와 관련 경찰 관계자는 ""나무젓가락 등 다른 물건으로 찔렀다는 기사가 있는데, 해당 보도는 오보""라며 ""압수한 흉기를 감정한 결과 칼에 묻은 혈흔과 이 대표의 혈흔이 일치한다""고 밝혔다. 이같은 유튜버들의 음모론은 정치 양극화와 정치 과몰입을 부추기는 대표적 사회악으로 꼽혀왔다. 사실이 확인되지 않은 근거 없는 주장으로 조회수를 올리면서 시청자를 현혹해 후원금을 모집하는 식이다. 극단적 성향의 유튜버들이 자극적인 콘텐츠로 후원을 이끌어 내고 있는 것이다. 문제는 이를 법적으로 규제할 뚜렷한 방법이 없다는 점이다. 유튜브 등 1인 방송은 현행법상 방송으로 분류되지 않는다. 정정·반론보도 등의 방법으로 가짜뉴스를 규제하는 언론중재법 개정안이나 방송법의 영향을 받지 않고 있다. 
정치권은 가짜뉴스 확산에 우려를 표하며 대책 마련에 나섰다. 홍익표 민주당 원내대표는 ""정치적 자작극이라는 허위 사실이 유포되고 있다. 명백한 2차 테러""라며 법적 대응을 예고했다. 민주당은 이번 사건 관련 경찰 수사와 함께 가짜뉴스 문제를 대응하기 위한 대책기구를 꾸릴 예정이다.
           여당 역시 이 대표 피습과 관련된 가짜뉴스에 강도 높은 비판 목소리를 냈다. 윤희석 국민의힘 선임대변인은 ""자작극이란 얘기가 도는데, 절대 그런 식으로 정략적으로 이용되는 해석이 사회에 퍼져선 안 된다""며 ""여야 막론하고 정치권에서 일어난 비극적 사건이고 우리 사회가 분열·갈등 양상이 심해졌다는 걸 나타내기 때문에 먼저 반성해야 한다""고 말했다. 이와 관련 이준석 전 국민의힘 대표는 CBS 라디오 '박재홍의 한판승부'와 인터뷰에서 ""일부 유튜버가 조작극을 이야기하고 있다. 부끄러운 일이다""라며 ""어떤 경우든 극단적인 사람들 때문에 여론이 형성되는 건 막아야 한다""고 강조했다. 한 정치권 관계자는 <더팩트>와 통화에서 ""(이 대표 피습 사건의) 본질은 대화와 타협이 사라진 정치 양극화 현실에서 벌어진 테러인데, 강성 유튜버들이 근거 없는 주장으로 사회를 혼탁하게 만들고 있다""고 지적했다. snow@tf.co.kr 발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write ",정치,https://v.daum.net/v/20240104000032230,https://img2.daumcdn.net/thumb/R658x0.q70/?fname=https://t1.daumcdn.net/news/202401/04/THEFACT/20240104000034420ufhl.jpg,2024-01-04 00:54:45.684439,2024-01-04 00:00:00
