Code,Name
002840,미원상사
348950,제이알글로벌리츠
008730,율촌화학
099190,아이센스
023590,다우기술
189300,인텔리안테크
058610,에스피지
066575,LG전자우
365550,ESR켄달스퀘어리츠
087010,펩트론
002350,넥센타이어
161000,애경케미칼
376300,디어유
330590,롯데리츠
222080,씨아이에스
058970,엠로
060280,큐렉소
025540,한국단자
015750,성우하이텍
005250,녹십자홀딩스
006120,SK디스커버리
204270,제이앤티씨
091120,이엠텍
086450,동국제약
003540,대신증권
001530,DI동일
090460,비에이치
348210,넥스틴
000400,롯데손해보험
074600,원익QnC
215200,메가스터디교육
082640,동양생명
001680,대상
019170,신풍제약
007340,DN오토모티브
003530,한화투자증권
053800,안랩
079160,CJ CGV
032350,롯데관광개발
268280,미원에스씨
144510,지씨셀
210980,SK디앤디
183300,코미코
082740,HSD엔진
009450,경동나비엔
005880,대한해운
003240,태광산업
290650,엘앤씨바이오
178320,서진시스템
399720,가온칩스
344820,KCC글라스
272290,이녹스첨단소재
031430,신세계인터내셔날
042000,카페24
000640,동아쏘시오홀딩스
445090,에이직랜드
299900,위지윅스튜디오
352480,씨앤씨인터내셔널
229640,LS전선아시아
049770,동원F&B
078340,컴투스
950160,코오롱티슈진
033240,자화전자
064960,SNT모티브
136510,스마트솔루션즈
094360,칩스앤미디어
007700,F&F홀딩스
215600,신라젠
319660,피에스케이
460860,동국제강
000815,삼성화재우
031980,피에스케이홀딩스
272450,진에어
017960,한국카본
003280,흥아해운
025980,아난티
000070,삼양홀딩스
046890,서울반도체
018290,브이티
170900,동아에스티
338220,뷰노
192400,쿠쿠홀딩스
095660,네오위즈
084850,아이티엠반도체
215000,골프존
069080,웹젠
194480,데브시스터즈
281820,케이씨텍
293940,신한알파리츠
179900,유티아이
005440,현대지에프홀딩스
030610,교보증권
950210,프레스티지바이오파마
199800,툴젠
030190,NICE평가정보
381970,케이카
394280,오픈엣지테크놀로지
299030,하나기술
001720,신영증권
425040,티이엠씨
237880,클리오
358570,지아이이노베이션
131290,티에스이
095500,미래나노텍
034120,SBS
097520,엠씨넥스
025320,시노펙스
005610,SPC삼립
383800,LX홀딩스
005180,빙그레
241590,화승엔터프라이즈
036810,에프에스티
108860,셀바스AI
054450,텔레칩스
057050,현대홈쇼핑
200130,콜마비앤에이치
00680K,미래에셋증권2우B
041190,우리기술투자
335890,비올
082270,젬백스
033290,코웰패션
007390,네이처셀
032190,다우데이타
403550,쏘카
323990,박셀바이오
018250,애경산업
002240,고려제강
034310,NICE
053610,프로텍
068400,SK렌터카
003470,유안타증권
249420,일동제약
206640,바디텍메드
228760,지노믹트리
043150,바텍
052020,에스티큐브
200880,서연이화
032500,케이엠더블유
284740,쿠쿠홈시스
360070,탑머티리얼
079370,제우스
091700,파트론
003570,SNT다이내믹스
039440,에스티아이
136480,하림
001470,삼부토건
068240,다원시스
007810,코리아써키트
448280,에코아이
000370,한화손해보험
080220,제주반도체
020000,한섬
093320,케이아이엔엑스
101730,위메이드맥스
114190,강원에너지
049070,인탑스
001390,KG케미칼
047920,HLB제약
014830,유니드
243070,휴온스
372320,큐로셀
357120,코람코라이프인프라리츠
218410,RFHIC
257720,실리콘투
010690,화신
033640,네패스
091810,티웨이항공
145990,삼양사
432720,퀄리타스반도체
006730,서부T&D
286940,롯데정보통신
000490,대동
200710,에이디테크놀로지
900140,엘브이엠씨홀딩스
377740,바이오노트
058650,세아홀딩스
118990,모트렉스
003000,부광약품
003920,남양유업
089030,테크윙
119610,인터로조
017940,E1
001725,신영증권우
011930,신성이엔지
206650,유바이오로직스
056080,유진로봇
101160,월덱스
425420,티에프이
012630,HDC
004430,송원산업
084690,대상홀딩스
094480,갤럭시아머니트리
232140,와이아이케이
033270,유나이티드제약
183190,아세아시멘트
445680,큐리옥스바이오시스템즈
060250,NHN KCP
095610,테스
151860,KG ETS
095700,제넥신
064290,인텍플러스
099430,바이오플러스
432320,KB스타리츠
017810,풀무원
319400,현대무벡스
123890,한국자산신탁
006405,삼성SDI우
001820,삼화콘덴서
103590,일진전기
108490,로보티즈
241710,코스메카코리아
009290,광동제약
448730,삼성FN리츠
093050,LF
314930,바이오다인
378340,필에너지
005090,SGC에너지
306200,세아제강
108670,LX하우시스
023160,태광
003520,영진약품
453340,현대그린푸드
004690,삼천리
104830,원익머트리얼즈
002030,아세아
090435,아모레퍼시픽우
001940,KISCO홀딩스
200670,휴메딕스
002310,아세아제지
050890,쏠리드
348340,뉴로메카
094800,맵스리얼티1
089010,켐트로닉스
042600,새로닉스
007690,국도화학
082920,비츠로셀
025860,남해화학
243840,신흥에스이씨
005810,풍산홀딩스
384470,코어라인소프트
402030,코난테크놀로지
027410,BGF
002320,한진
083310,엘오티베큠
102710,이엔에프테크놀로지
094170,동운아나텍
016800,퍼시스
005690,파미셀
451800,한화리츠
033500,동성화인텍
297890,HB솔루션
003545,대신증권우
089980,상아프론테크
093230,이아이디
439090,마녀공장
322510,제이엘케이
041830,인바디
039840,디오
110990,디아이티
126560,현대퓨처넷
034950,한국기업평가
001340,백광산업
025770,한국정보통신
228670,레이
089970,에이피티씨
298830,슈어소프트테크
060720,KH바텍
030520,한글과컴퓨터
003300,한일홀딩스
265520,AP시스템
058430,포스코스틸리온
029960,코엔텍
014620,성광벤드
001200,유진투자증권
317330,덕산테코피아
013030,하이록코리아
038500,삼표시멘트
003220,대원제약
012030,DB
060150,인선이엔티
254490,미래반도체
298690,에어부산
330860,네패스아크
441270,파인엠텍
097230,HJ중공업
060980,HL홀딩스
107600,새빗켐
079810,디이엔티
008490,서흥
000680,LS네트웍스
044490,태웅
061970,LB세미콘
058820,CMG제약
000430,대원강업
035600,KG이니시스
004700,조광피혁
029530,신도리코
013890,지누스
396270,넥스트칩
230360,에코마케팅
340570,티앤엘
051905,LG생활건강우
027360,아주IB투자
077360,덕산하이메탈
298000,효성화학
397030,에이프릴바이오
267980,매일유업
950130,엑세스바이오
117730,티로보틱스
263720,디앤씨미디어
033100,제룡전기
064260,다날
003120,일성신약
217270,넵튠
071970,STX중공업
049950,미래컴퍼니
253590,네오셈
054950,제이브이엠
035890,서희건설
00088K,한화3우B
115450,HLB테라퓨틱스
092220,KEC
005950,이수화학
088260,이리츠코크렙
322000,HD현대에너지솔루션
100790,미래에셋벤처투자
424960,스마트레이더시스템
214680,디알텍
307750,국전약품
006390,한일현대시멘트
084010,대한제강
000480,CR홀딩스
034830,한국토지신탁
00104K,CJ4우(전환)
059090,미코
282880,코윈테크
357550,석경에이티
251970,펌텍코리아
417010,나노팀
011810,STX
122640,예스티
072710,농심홀딩스
356860,티엘비
304100,솔트룩스
001630,종근당홀딩스
017390,서울가스
102460,이연제약
048530,인트론바이오
001510,SK증권
005500,삼진제약
008350,남선알미늄
095720,웅진씽크빅
007570,일양약품
084110,휴온스글로벌
002960,한국쉘석유
389260,대명에너지
114810,한솔아이원스
418420,라온텍
026890,스틱인베스트먼트
036420,콘텐트리중앙
138490,코오롱플라스틱
003800,에이스침대
108230,톱텍
036030,케이티알파
013120,동원개발
090360,로보스타
217820,원익피앤이
439580,블루엠텍
001780,알루코
024720,한국콜마홀딩스
252990,샘씨엔에스
122900,아이마켓코리아
297090,씨에스베어링
126700,하이비젼시스템
041960,코미팜
003960,사조대림
084650,랩지노믹스
354320,알멕
138580,비즈니스온
080160,모두투어
102940,코오롱생명과학
086390,유니테스트
001790,대한제당
060370,LS마린솔루션
099320,쎄트렉아이
036620,감성코퍼레이션
382840,원준
071320,지역난방공사
045100,한양이엔지
053030,바이넥스
171090,선익시스템
053210,스카이라이프
016580,환인제약
216080,제테마
051500,CJ프레시웨이
270520,지오릿에너지
001230,동국홀딩스
092070,디엔에프
000020,동화약품
036530,SNT홀딩스
005010,휴스틸
031330,에스에이엠티
370090,퓨런티어
104700,한국철강
009680,모토닉
322310,오로스테크놀로지
001880,DL건설
204620,글로벌텍스프리
146320,비씨엔씨
037270,YG PLUS
010100,한국무브넥스
051360,토비스
052400,코나아이
077970,STX엔진
078160,메디포스트
033160,엠케이전자
001500,현대차증권
115390,락앤락
289220,자이언트스텝
126340,비나텍
126720,수산인더스트리
002150,도화엔지니어링
334970,프레스티지바이오로직스
005389,현대차3우B
023410,유진기업
182360,큐브엔터
005160,동국산업
100120,뷰웍스
074610,이엔플러스
226320,잇츠한불
001460,BYC
950140,잉글우드랩
018470,조일알미늄
037560,LG헬로비전
005390,신성통상
123860,아나패스
093640,케이알엠
290670,대보마그네틱
034810,해성산업
036200,유니셈
030530,원익홀딩스
009160,SIMPAC
298540,더네이쳐홀딩스
096760,JW홀딩스
075580,세진중공업
089600,나스미디어
121800,비덴트
083450,GST
006220,제주은행
101360,에코앤드림
402490,그린리소스
101670,하이드로리튬
272550,삼양패키징
217330,싸이토젠
102120,어보브반도체
213500,한솔제지
285490,노바텍
029460,케이씨
011500,한농화성
071055,한국금융지주우
002900,TYM
051370,인터플렉스
234340,헥토파이낸셜
278650,HLB바이오스텝
032300,한국파마
293480,하나제약
432470,케이엔에스
271980,제일약품
040300,YTN
060590,씨티씨바이오
011760,현대코퍼레이션
017890,한국알콜
054210,이랜텍
462520,조선내화
104460,디와이피엔에프
096040,이트론
182400,엔케이맥스
084990,헬릭스미스
007460,에이프로젠
268600,셀리버리
205470,휴마시스
018310,삼목에스폼
239890,피엔에이치테크
000050,경방
063080,컴투스홀딩스
032620,유비케어
037710,광주신세계
084680,이월드
083650,비에이치아이
256840,한국비엔씨
126600,BGF에코머티리얼즈
078070,유비쿼스홀딩스
001520,동양
315640,딥노이드
036890,진성티이씨
123040,엠에스오토텍
071840,롯데하이마트
045390,대아티아이
338840,와이바이오로직스
389500,에스비비테크
030210,다올투자증권
130660,한전산업
047310,파워로직스
090710,휴림로봇
226950,올릭스
334890,이지스밸류리츠
388720,유일로보틱스
451760,컨텍
065510,휴비츠
122450,KX
230240,에치에프알
194370,제이에스코퍼레이션
083930,아바코
004360,세방
318020,포인트모바일
053080,케이엔솔
190510,나무가
114840,아이패밀리에스씨
144960,뉴파워프라즈마
038290,마크로젠
002810,삼영무역
035150,백산
321550,티움바이오
229500,노브메타파마
149950,아바텍
148150,세경하이테크
143160,아이디스
016590,신대양제지
053690,한미글로벌
383930,디티앤씨알오
004380,삼익THK
109670,씨싸이트
006840,AK홀딩스
194700,노바렉스
109610,에스와이
150840,인트로메딕
001270,부국증권
048870,시너지이노베이션
042420,네오위즈홀딩스
079940,가비아
005720,넥센
004710,한솔테크닉스
078150,HB테크놀러지
095570,AJ네트웍스
214430,아이쓰리시스템
102260,동성케미컬
003070,코오롱글로벌
011000,진원생명과학
053300,한국정보인증
161580,필옵틱스
041020,폴라리스오피스
088390,이녹스
078350,한양디지텍
063170,서울옥션
002020,코오롱
001130,대한제분
220100,퓨쳐켐
166480,코아스템켐온
004560,현대비앤지스틸
226330,신테카바이오
416180,신성에스티
117580,대성에너지
008060,대덕
131400,이브이첨단소재
206560,덱스터
122990,와이솔
092230,KPX홀딩스
007160,사조산업
078020,이베스트투자증권
036800,나이스정보통신
267850,아시아나IDT
027970,한국제지
003580,HLB글로벌
091580,상신이디피
044450,KSS해운
179290,엠아이텍
046440,KG모빌리언스
138610,나이벡
404990,신한서부티엔디리츠
092730,네오팜
025000,KPX케미칼
086980,쇼박스
083790,CG인바이츠
019680,대교
460850,동국씨엠
035510,신세계 I&C
063570,한국전자금융
003200,일신방직
035810,이지홀딩스
057880,피에이치씨
081000,일진다이아
068290,삼성출판사
043370,피에이치에이
009155,삼성전기우
192440,슈피겐코리아
038540,상상인
086890,이수앱지스
033340,좋은사람들
004980,성신양회
377190,디앤디플랫폼리츠
001250,GS글로벌
000140,하이트진로홀딩스
143240,사람인
363280,티와이홀딩스
011040,경동제약
293780,압타바이오
365590,하이딥
000155,두산우
234080,JW생명과학
024850,HLB이노베이션
045970,코아시아
452260,한화갤러리아
168360,펨트론
004250,NPC
093520,매커스
092040,아미코젠
156100,엘앤케이바이오
294570,쿠콘
174900,앱클론
043610,지니뮤직
030960,양지사
072770,율호
214390,경보제약
037070,파세코
042370,비츠로테크
010580,에스엠벡셀
211270,AP위성
073490,이노와이어리스
067280,멀티캠퍼스
015360,예스코홀딩스
042520,한스바이오메드
246710,티앤알바이오팹
036560,영풍정밀
036010,아비코전자
125210,아모그린텍
262260,에이프로
038110,에코플라스틱
010955,S-Oil우
073570,리튬포어스
002100,경농
020120,키다리스튜디오
110790,크리스에프앤씨
011330,유니켐
317400,자이에스앤디
131370,알서포트
453860,에이에스텍
214180,헥토이노베이션
900290,GRT
001080,만호제강
016450,한세예스24홀딩스
389020,자람테크놀로지
032820,우리기술
225530,보광산업
002990,금호건설
009580,무림P&P
080420,모다이노칩
000540,흥국화재
172670,에이엘티
006060,화승인더
035080,그래디언트
443250,레뷰코퍼레이션
015890,태경산업
015860,일진홀딩스
039570,HDC랩스
337930,브랜드엑스코퍼레이션
092200,디아이씨
950170,JTC
003060,에이프로젠바이오로직스
092790,넥스틸
024900,덕양산업
007860,서연
220260,켐트로스
002390,한독
065560,녹원씨엔아이
067000,조이시티
417310,코람코더원리츠
450140,코오롱모빌리티그룹
011785,금호석유우
044340,위닉스
277880,티에스아이
096240,크레버스
002620,제일파마홀딩스
105840,우진
139990,아주스틸
005945,NH투자증권우
445180,퓨릿
339770,교촌에프앤비
023760,한국캐피탈
028100,동아지질
092870,엑시콘
107590,미원홀딩스
241820,피씨엘
090350,노루페인트
003555,LG우
950220,네오이뮨텍
024810,이화전기
014580,태경비케이
048550,SM C&C
015590,KIB플러그에너지
089890,코세스
007210,벽산
000390,삼화페인트
115960,연우
003160,디아이
100250,진양홀딩스
084730,팅크웨어
180400,DXVX
019210,와이지-원
067080,대화제약
027710,팜스토리
097955,CJ제일제당 우
405100,큐알티
388870,파로스아이바이오
046210,HLB파나진
251630,브이원텍
208370,셀바스헬스케어
078520,에이블씨엔씨
015230,대창단조
005680,삼영전자
100130,동국S&C
382900,범한퓨얼셀
011280,태림포장
419530,SAMG엔터
036710,심텍홀딩스
356680,엑스게이트
005860,한일사료
314130,지놈앤컴퍼니
251370,와이엠티
203650,드림시큐리티
419080,엔젯
094820,일진파워
047560,이스트소프트
008260,NI스틸
136540,윈스
040910,아이씨디
092130,이크레더블
014470,부방
347860,알체라
273640,와이엠텍
002780,진흥기업
214260,라파스
008700,아남전자
090470,제이스텍
023910,대한약품
068790,DMS
060570,드림어스컴퍼니
014280,금강공업
382800,지앤비에스 에코
264450,유비쿼스
082850,우리바이오
068930,디지털대성
085670,뉴프렉스
013310,아진산업
036630,세종텔레콤
018000,유니슨
051980,중앙첨단소재
100840,SNT에너지
102370,케이옥션
357230,에이치피오
121440,골프존뉴딘홀딩스
282690,동아타이어
016610,DB금융투자
099440,스맥
083420,그린케미칼
137950,제이씨케미칼
001020,페이퍼코리아
058400,KNN
419050,삼기이브이
104480,티케이케미칼
033530,세종공업
203400,에이비온
012320,경동인베스트
128820,대성산업
272110,케이엔제이
012700,리드코프
006620,동구바이오제약
079430,현대리바트
02826K,삼성물산우B
006890,태경케미컬
160980,싸이맥스
016710,대성홀딩스
124500,아이티센
211050,인카금융서비스
065660,안트로젠
408900,스튜디오미르
017370,우신시스템
086820,바이오솔루션
365270,큐라클
101530,해태제과식품
079960,동양이엔피
010820,퍼스텍
000970,한국주철관
036190,금화피에스시
012610,경인양행
011700,한신기계
067990,도이치모터스
290550,디케이티
134380,미원화학
136490,선진
348150,고바이오랩
119830,아이텍
377480,마음AI
452280,한선엔지니어링
003720,삼영
033920,무학
228850,레이언스
006910,보성파워텍
058850,KTcs
013570,디와이
950190,고스트스튜디오
092190,서울바이오시스
274090,켄코아에어로스페이스
376190,LB루셈
060560,홈센타홀딩스
195990,에이비프로바이오
000320,노루홀딩스
176750,듀켐바이오
082800,비보존 제약
222810,세토피아
012860,모베이스전자
078940,퀀타피아
023600,삼보판지
300080,플리토
109070,컨버즈
205100,엑셈
048910,대원미디어
377450,리파인
031440,신세계푸드
261780,차백신연구소
000700,유수홀딩스
023900,풍국주정
052260,현대바이오랜드
051160,지어소프트
311320,지오엘리먼트
396470,워트
183490,엔지켐생명과학
002210,동성제약
310200,애니플러스
236200,슈프리마
005430,한국공항
104540,코렌텍
014530,극동유화
070960,용평리조트
061250,화일약품
054780,키이스트
900250,크리스탈신소재
388050,지투파워
260870,SK시그넷
267320,나인테크
039560,다산네트웍스
376930,노을
407400,꿈비
282720,금양그린파워
088800,에이스테크
002170,삼양통상
025950,동신건설
094280,효성ITX
362320,청담글로벌
170920,엘티씨
032860,더라미
066700,테라젠이텍스
149980,하이로닉
400760,NH올원리츠
065680,우주일렉트로
270660,에브리봇
089470,HDC현대EP
123420,위메이드플레이
255440,야스
311690,CJ 바이오사이언스
001360,삼성제약
261200,덴티스
259630,엠플러스
004090,한국석유
079980,휴비스
451220,아이엠티
006490,인스코비
007540,샘표
263600,덕우전자
090850,현대이지웰
200470,에이팩트
164060,이루다
003830,대한화섬
418470,밀리의서재
105330,케이엔더블유
055490,테이팩스
026150,특수건설
021080,에이티넘인베스트
109740,디에스케이
234690,녹십자웰빙
004970,신라교역
009270,신원
235980,메드팩토
080580,오킨스전자
159010,아스플로
371950,풍원정밀
064820,케이프
216050,인크로스
005960,동부건설
042510,라온시큐어
140670,알에스오토메이션
366030,공구우먼
004080,신흥
207760,미스터블루
037460,삼지전자
373200,하인크코리아
317770,엑스페릭스
086960,MDS테크
054620,APS
019550,SBI인베스트먼트
210540,디와이파워
049720,고려신용정보
250060,모비스
067370,선바이오
138080,오이솔루션
003460,유화증권
432430,와이랩
008040,사조동아원
321820,와이더플래닛
389470,인벤티지랩
096630,에스코넥
038390,레드캡투어
115160,휴맥스
000500,가온전선
291230,엔피
000860,강남제비스코
124560,태웅로직스
002700,신일전자
054050,농우바이오
039340,한국경제TV
269620,시스웍
047820,초록뱀미디어
417500,제이아이테크
173130,오파스넷
038880,아이에이
073640,테라사이언스
033310,엠투엔
077500,유니퀘스트
111710,남화산업
140070,서플러스글로벌
000180,성창기업지주
300120,라온피플
072870,메가스터디
377030,맥스트
006740,영풍제지
00279K,아모레G3우(전환)
357580,아모센스
347890,엠투아이
054670,대한뉴팜
217730,강스템바이오텍
340930,유일에너테크
017550,수산중공업
003547,대신증권2우B
067900,와이엔텍
007330,푸른저축은행
013990,아가방컴퍼니
417790,트루엔
111380,동인기연
053700,삼보모터스
236810,엔비티
014940,오리엔탈정공
091440,텔레필드
041930,동아화성
071200,인피니트헬스케어
041590,플래스크
241840,에이스토리
013580,계룡건설
107640,한중엔시에스
222040,코스맥스엔비티
241790,오션브릿지
024090,디씨엠
159580,제로투세븐
025820,이구산업
352090,스톰테크
053580,웹케시
304360,에스바이오메딕스
099750,이지케어텍
263860,지니언스
160550,NEW
044990,에이치엔에스하이텍
382480,지아이텍
063160,종근당바이오
023800,인지컨트롤스
330350,위더스제약
100700,세운메디칼
274400,이노시뮬레이션
372910,한컴라이프케어
215360,우리산업
120030,조선선재
361390,제노코
002720,국제약품
214330,금호에이치티
003650,미창석유
253840,수젠텍
061040,알에프텍
004310,현대약품
248170,샘표식품
355390,크라우드웍스
010040,한국내화
126880,제이엔케이히터
353810,이지바이오
086670,비엠티
089850,유비벨록스
014160,대영포장
251120,바이오에프디엔씨
052420,오성첨단소재
264850,이랜시스
352910,오비고
032560,황금에스티
294090,이오플로우
263050,유틸렉스
023000,삼원강재
162300,신스틸
219130,타이거일렉
215090,휴센텍
178780,일월지엠엘
058630,엠게임
010470,오리콤
053280,예스24
148140,비디아이
106080,하이소닉
017900,광전자
001540,안국약품
403490,우듬지팜
203690,스피어파워
171120,라이온켐텍
036120,SCI평가정보
067290,JW신약
067570,엔브이에이치코리아
120240,대정화금
024060,흥구석유
256940,케이피에스
004150,한솔홀딩스
047400,유니온머티리얼
019440,세아특수강
033230,인성정보
217190,제너셈
023450,동남합성
036580,팜스코
004100,태양금속
263690,디알젬
009470,삼화전기
317870,엔바이오니아
232680,라온테크
074430,아미노로직스
065450,빅텍
003100,선광
004840,DRB동일
289860,지슨
041920,메디아나
000230,일동홀딩스
060310,3S
054800,아이디스홀딩스
264660,씨앤지하이테크
098120,마이크로컨텍솔
005710,대원산업
001045,CJ우
411080,샌즈랩
163730,핑거
284620,카이노스메드
016740,두올
002200,한국수출포장
009070,KCTC
452160,제이엔비
001750,한양증권
006580,대양제지
112290,와이씨켐
057680,티사이언티픽
288620,에스퓨얼셀
191420,테고사이언스
092460,한라IMS
232530,이엠티
267290,경동도시가스
305090,마이크로디지탈
271830,팸텍
004830,덕성
096775,SK이노베이션우
012800,대창
052710,아모텍
004890,동일산업
033180,KH 필룩스
027050,코리아나
361570,알비더블유
365330,에스와이스틸텍
066670,디스플레이텍
108380,대양전기공업
105550,트루윈
034590,인천도시가스
323230,엠에프엠코리아
041440,현대에버다임
005990,매일홀딩스
199820,제일전기공업
260930,씨티케이
066910,손오공
010600,웰바이오텍
002460,화성산업
066790,씨씨에스
011150,CJ씨푸드
265560,영화테크
238090,앤디포스
950110,SBI핀테크솔루션즈
155650,와이엠씨
040420,정상제이엘에스
302430,이노메트리
332570,와이팜
004720,팜젠사이언스
049520,유아이엘
072020,중앙백신
150900,파수
064240,홈캐스트
007980,태평양물산
035610,솔본
021320,KCC건설
430690,한싹
007820,에스엠코어
368770,파이버프로
000440,중앙에너비스
012600,청호ICT
033540,파라텍
093190,빅솔론
093920,서원인텍
257370,피엔티엠에스
045660,에이텍
007280,한국특강
321370,센서뷰
037440,희림
170030,현대공업
289080,SV인베스트먼트
306620,네온테크
037950,엘컴텍
101930,인화정공
160600,이큐셀
290720,푸드나무
033170,시그네틱스
350520,이지스레지던스리츠
408920,메쎄이상
064800,젬백스링크
141000,비아트론
396300,세아메카닉스
293580,나우IB
258610,케일럼
391710,코닉오토메이션
018120,진로발효
008830,대동기어
